SPEC,species,family,pft,growth period,age,growingCondition,light,plant #,harvest #,m.rt,m.st,m.so,m.to,m.lf,m.br,m.to2,a.lf,ma.ilf,a.ilf,c.d,h.t,d.ba,d.cr,d.cr2,a.cp,r.st
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,2,1,0.008,0.014,0.084,0.092,0.07,,0.092,0.0026,0.027,6.4,,4.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,3,1,0.008,0.015,0.035,0.043,0.02,,0.043,0.0007,0.03,3.4,,6.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,4,1,0.011,0.011,0.045,0.056,0.034,,0.056,0.001,0.033,2.6,,3.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,5,1,0.006,0.008,0.025,0.031,0.017,,0.031,0.0009,0.019,1.8,,5.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,6,1,0.02,0.013,0.067,0.087,0.054,,0.087,0.0025,0.022,3.5,,4.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,7,1,0.036,0.03,0.145,0.181,0.115,,0.181,0.0043,0.027,7.1,,6.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,3,8,1,0.011,0.016,0.072,0.083,0.056,,0.083,0.0021,0.026,4.2,,4.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,1,1,0.033,0.054,0.205,0.238,0.151,,0.238,0.0051,0.03,7.3,,8.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,2,1,0.023,0.029,0.081,0.104,0.052,,0.104,0.0028,0.019,3.4,,9.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,3,1,0.018,0.025,0.067,0.085,0.042,,0.085,0.0019,0.022,9.5,,8.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,4,1,0.041,0.039,0.129,0.17,0.09,,0.17,0.0034,0.026,4.9,,9.3,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,5,1,0.036,0.022,0.073,0.109,0.051,,0.109,0.0018,0.028,3.6,,6.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,6,1,0.014,0.015,0.047,0.061,0.032,,0.061,0.0013,0.024,1.9,,7.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,7,1,0.027,0.035,0.11,0.137,0.075,,0.137,0.0029,0.025,4.9,,8.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,6,8,1,0.024,0.025,0.081,0.105,0.056,,0.105,0.0023,0.024,3.8,,7.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,1,1,0.019,0.023,0.099,0.118,0.076,,0.118,0.0032,0.023,4.6,,5.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,2,1,0.008,0.022,0.068,0.076,0.046,,0.076,0.0024,0.019,5.9,,7.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,3,1,0.016,0.008,0.041,0.057,0.033,,0.057,0.0013,0.025,1.9,,4.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,4,1,0.029,0.02,0.064,0.093,0.044,,0.093,0.0018,0.025,4.4,,6.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,5,1,0.045,0.024,0.1,0.145,0.076,,0.145,0.0024,0.031,4.8,,7.2,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,6,1,0.045,0.032,0.103,0.148,0.071,,0.148,0.0026,0.028,3.7,,6.7,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,7,1,0.023,0.013,0.039,0.062,0.026,,0.062,0.0012,0.021,2.1,,7.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,12,8,1,0.071,0.044,0.187,0.258,0.143,,0.258,0.005,0.029,8.3,,8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,1,1,0.063,0.046,0.164,0.227,0.118,,0.227,0.0036,0.033,6,,9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,2,1,0.06,0.039,0.159,0.219,0.12,,0.219,0.0035,0.034,4.3,,7.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,3,1,0.032,0.018,0.086,0.118,0.068,,0.118,0.0031,0.022,3.9,,8.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,4,1,0.024,0.029,0.106,0.13,0.077,,0.13,0.003,0.026,3.7,,9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,5,1,0.095,0.033,0.157,0.252,0.124,,0.252,0.0039,0.032,4.9,,7.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,6,1,0.028,0.029,0.097,0.125,0.068,,0.125,0.0028,0.024,4,,7.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,7,1,0.122,0.055,0.259,0.381,0.204,,0.381,0.0068,0.03,8.5,,9.3,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,25,8,1,0.027,0.023,0.085,0.112,0.062,,0.112,0.0026,0.024,3.3,,8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,1,1,0.214,0.077,0.471,0.685,0.394,,0.685,0.005,0.078,5.6,,9.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,2,1,0.204,0.13,0.439,0.643,0.309,,0.643,0.005,0.061,12.6,,9.2,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,3,1,0.351,0.115,0.563,0.914,0.448,,0.914,0.009,0.05,9,,10.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,4,1,0.055,0.078,0.298,0.353,0.22,,0.353,0.0069,0.032,11.5,,10.9,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,5,1,0.153,0.067,0.316,0.469,0.249,,0.469,0.0058,0.043,9.7,,10,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,6,1,0.071,0.031,0.136,0.207,0.105,,0.207,0.0035,0.03,7.1,,7.2,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,7,1,0.082,0.047,0.185,0.267,0.138,,0.267,0.0032,0.043,5.4,,7.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,50,8,1,0.375,0.126,0.609,0.984,0.483,,0.984,0.009,0.054,15,,9.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,1,1,0.05,0.036,0.152,0.202,0.116,,0.202,0.0023,0.049,4.7,,5.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,2,1,0.053,0.042,0.145,0.198,0.103,,0.198,0.0022,0.047,5.4,,7.8,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,3,1,0.046,0.028,0.083,0.129,0.055,,0.129,0.0011,0.052,2.1,,6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,4,1,0.078,0.045,0.151,0.229,0.106,,0.229,0.0021,0.051,3.5,,7.4,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,5,1,0.064,0.03,0.145,0.209,0.115,,0.209,0.0023,0.049,4.7,,5.6,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,6,1,0.128,0.067,0.256,0.384,0.189,,0.384,0.0042,0.044,8.5,,9.1,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,7,1,0.037,0.046,0.176,0.213,0.13,,0.213,0.0038,0.035,3.4,,9.5,,,,,
GUA,Bellucia pentamera,Melastomataceae,EA,0,,CG,100,8,1,0.028,0.037,0.136,0.164,0.099,,0.164,0.0034,0.029,5.6,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,1,2,0.234,0.354,0.98,1.214,0.626,,1.214,0.0191,0.033,31.8,,28,0.26,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,2,2,0.28,0.45,1.456,1.736,1.006,,1.736,0.0343,0.029,57.1,,28.1,0.28,,,,0.26
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,3,2,0.193,0.272,0.781,0.974,0.509,,0.974,0.0181,0.028,30.1,,23.1,0.27,,,,0.21
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,4,2,0.245,0.419,1.183,1.428,0.764,,1.428,0.0212,0.036,42.3,,22,0.31,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,5,2,0.17,0.299,0.997,1.167,0.698,,1.167,0.021,0.033,35.1,,22.8,0.27,,,,0.24
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,6,2,0.184,0.282,0.812,0.996,0.53,,0.996,0.0152,0.035,25.4,,21.4,0.28,,,,0.21
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,7,2,0.162,0.161,0.614,0.776,0.453,,0.776,0.0138,0.033,27.6,,15.1,0.21,,,,0.31
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,8,2,0.161,0.191,0.685,0.846,0.494,,0.846,0.0155,0.032,25.9,,17.1,0.23,,,,0.28
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,9,2,0.148,0.311,0.956,1.104,0.645,,1.104,0.0192,0.034,32,,23.4,0.28,,,,0.22
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,10,2,0.119,0.299,0.833,0.952,0.534,,0.952,0.0161,0.033,26.9,,20.6,0.27,,,,0.26
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,11,2,0.155,0.273,1.002,1.157,0.729,,1.157,0.0234,0.031,39,,23.7,0.26,,,,0.22
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,3,12,2,0.153,0.269,0.823,0.976,0.554,,0.976,0.0155,0.036,25.9,,20.6,0.26,,,,0.26
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,1,2,0.29,0.317,1.184,1.474,0.867,,1.474,0.0248,0.035,41.4,,19.4,0.26,,,,0.32
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,2,2,0.443,0.509,1.489,1.932,0.98,,1.932,0.0263,0.037,37.5,,27.2,0.31,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,3,2,0.181,0.241,0.842,1.023,0.601,,1.023,0.0183,0.033,30.5,,20.8,0.26,,,,0.23
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,4,2,0.225,0.327,0.999,1.224,0.672,,1.224,0.0185,0.036,37.1,,23.6,0.27,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,5,2,0.322,0.396,1.364,1.686,0.968,,1.686,0.0251,0.039,41.8,,22.7,0.3,,,,0.26
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,6,2,0.348,0.312,1.208,1.556,0.896,,1.556,0.0225,0.04,37.4,,19,0.27,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,7,2,0.475,0.433,1.192,1.667,0.759,,1.667,0.0183,0.042,26.1,,20.6,0.33,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,8,2,0.243,0.295,1.079,1.322,0.784,,1.322,0.0224,0.035,37.3,,21.1,0.29,,,,0.22
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,9,2,0.359,0.296,0.901,1.26,0.605,,1.26,0.016,0.038,26.7,,20.1,0.25,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,10,2,0.232,0.322,1.098,1.33,0.776,,1.33,0.023,0.034,32.9,,23.4,0.27,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,11,2,0.263,0.306,0.989,1.252,0.683,,1.252,0.022,0.031,36.6,,19.4,0.26,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,6,12,2,0.341,0.333,1.202,1.543,0.869,,1.543,0.0243,0.036,40.5,,20.4,0.27,,,,0.29
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,1,2,0.533,0.458,1.492,2.025,1.034,,2.025,0.0244,0.042,27.1,,21.7,0.3,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,2,2,0.327,0.543,1.828,2.155,1.285,,2.155,0.034,0.038,42.4,,25.5,0.32,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,3,2,0.393,0.412,1.526,1.919,1.114,,1.919,0.0273,0.041,39,,22.1,0.3,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,4,2,0.265,0.343,1.247,1.512,0.904,,1.512,0.0238,0.038,39.6,,16.9,0.28,,,,0.34
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,5,2,0.528,0.514,1.896,2.424,1.382,,2.424,0.0309,0.045,51.5,,20.3,0.35,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,6,2,0.454,0.379,0.949,1.403,0.57,,1.403,0.014,0.041,28.1,,22.3,0.28,,,,0.28
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,7,2,0.325,0.418,1.307,1.632,0.889,,1.632,0.0212,0.042,35.3,,18.9,0.32,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,8,2,0.336,0.368,1.252,1.588,0.884,,1.588,0.0225,0.039,37.4,,22.5,0.3,,,,0.24
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,9,2,0.483,0.474,1.594,2.077,1.12,,2.077,0.0271,0.041,33.8,,23.8,0.33,,,,0.24
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,10,2,0.523,0.636,2.017,2.54,1.381,,2.54,0.0372,0.037,41.3,,26,0.36,,,,0.24
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,11,2,0.603,0.583,1.673,2.276,1.09,,2.276,0.0265,0.041,44.2,,26.5,0.33,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,12,12,2,0.557,0.492,1.318,1.875,0.826,,1.875,0.0184,0.045,45.9,,20.1,0.35,,,,0.25
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,1,2,0.431,0.436,1.599,2.03,1.163,,2.03,0.0252,0.046,36,,20.3,0.3,,,,0.31
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,2,2,0.36,0.391,1.523,1.883,1.132,,1.883,0.0263,0.043,37.5,,19.2,0.27,,,,0.36
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,3,2,0.436,0.385,1.346,1.782,0.961,,1.782,0.0214,0.045,30.6,,17.4,0.27,,,,0.4
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,4,2,0.353,0.326,1.257,1.61,0.931,,1.61,0.0204,0.046,29.1,,17,0.27,,,,0.33
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,5,2,0.481,0.463,1.592,2.073,1.129,,2.073,0.0253,0.045,36.1,,20.1,0.3,,,,0.34
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,6,2,0.394,0.492,1.681,2.075,1.189,,2.075,0.0271,0.044,33.9,,22,0.33,,,,0.27
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,7,2,0.321,0.365,1.266,1.587,0.901,,1.587,0.024,0.038,30,,22.5,0.3,,,,0.24
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,8,2,0.281,0.261,0.904,1.185,0.643,,1.185,0.0147,0.044,24.4,,15,0.25,,,,0.35
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,9,2,0.295,0.259,0.911,1.206,0.652,,1.206,0.0155,0.042,22.1,,15.6,0.27,,,,0.29
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,10,2,0.145,0.17,0.679,0.824,0.509,,0.824,0.0139,0.037,23.2,,17,0.22,,,,0.28
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,11,2,0.351,0.444,1.669,2.02,1.225,,2.02,0.0278,0.044,34.8,,21.7,0.3,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,25,12,2,0.268,0.315,1.245,1.513,0.93,,1.513,0.0239,0.039,29.9,,19.7,0.26,,,,0.3
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,1,2,0.405,0.364,1.19,1.595,0.826,,1.595,0.019,0.044,23.7,,17.2,0.25,,,,0.45
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,2,2,0.42,0.487,1.602,2.022,1.115,,2.022,0.0225,0.05,25,,17.3,0.29,,,,0.44
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,3,2,0.53,0.395,1.383,1.913,0.988,,1.913,0.0182,0.054,30.4,,14.7,0.24,,,,0.59
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,4,2,0.282,0.326,1.317,1.599,0.991,,1.599,0.0184,0.054,26.3,,15.5,0.22,,,,0.55
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,5,2,0.431,0.443,1.416,1.847,0.973,,1.847,0.0167,0.058,27.8,,15.8,0.25,,,,0.57
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,6,2,0.448,0.473,1.844,2.292,1.371,,2.292,0.0332,0.041,36.9,,22.5,0.26,,,,0.4
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,7,2,0.3,0.408,1.659,1.959,1.251,,1.959,0.0257,0.049,28.6,,16.8,0.26,,,,0.48
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,8,2,0.697,0.63,1.956,2.653,1.326,,2.653,0.0269,0.049,33.6,,20.2,0.3,,,,0.44
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,9,2,0.361,0.373,1.254,1.615,0.881,,1.615,0.0176,0.05,25.1,,16,0.25,,,,0.47
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,10,2,0.437,0.409,1.075,1.512,0.666,,1.512,0.0117,0.057,19.6,,14.4,0.26,,,,0.53
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,11,2,0.488,0.539,1.921,2.409,1.382,,2.409,0.0343,0.04,42.9,,21.1,0.29,,,,0.39
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,50,12,2,0.379,0.331,1.163,1.542,0.832,,1.542,0.016,0.052,17.7,,14.9,0.25,,,,0.47
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,1,2,0.664,0.421,1.34,2.004,0.919,,2.004,0.0147,0.062,21,,15.3,0.23,,,,0.66
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,2,2,0.414,0.467,1.428,1.842,0.961,,1.842,0.0156,0.062,19.5,,15,0.27,,,,0.54
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,3,2,0.309,0.325,1.289,1.598,0.964,,1.598,0.0169,0.057,18.7,,14.2,0.21,,,,0.66
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,4,2,0.51,0.346,0.96,1.47,0.614,,1.47,0.0109,0.056,13.6,,15.2,0.22,,,,0.6
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,5,2,0.547,0.497,1.286,1.833,0.789,,1.833,0.0122,0.065,17.4,,18.9,0.28,,,,0.43
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,6,2,0.16,0.187,0.53,0.69,0.343,,0.69,0.0063,0.054,7.9,,13.5,0.17,,,,0.61
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,7,2,0.331,0.238,0.903,1.234,0.665,,1.234,0.013,0.051,18.6,,12.8,0.2,,,,0.62
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,8,2,0.39,0.347,1.328,1.718,0.981,,1.718,0.0148,0.066,18.5,,15,0.23,,,,0.58
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,9,2,0.435,0.45,1.474,1.909,1.024,,1.909,0.0159,0.065,22.7,,14.7,0.25,,,,0.65
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,10,2,0.362,0.393,1.208,1.57,0.815,,1.57,0.0134,0.061,16.8,,15.6,0.24,,,,0.56
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,11,2,0.465,0.443,1.381,1.846,0.938,,1.846,0.015,0.063,16.6,,16.4,0.25,,,,0.55
CHO,Theobroma speciosum,Sterculiaceae,EA,118,,CG,100,12,2,0.442,0.42,1.47,1.912,1.05,,1.912,0.0157,0.067,17.5,,14.7,0.27,,,,0.5
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,1,1,0.013,0.052,0.066,0.079,0.014,,0.425,0.0005,0.026,2.7,,11.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,2,1,0.02,0.048,0.055,0.075,0.007,,0.387,0.0003,0.022,1.6,,9,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,3,1,0.025,0.055,0.072,0.097,0.017,,0.377,0.0006,0.027,3.2,,11,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,4,1,0.017,0.061,0.077,0.094,0.016,,0.36,0.0006,0.026,3.1,,12,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,5,1,0.016,0.06,0.083,0.099,0.023,,0.359,0.0009,0.026,4.5,,12,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,6,1,0.021,0.041,0.049,0.07,0.008,,0.368,0.0003,0.029,1.4,,8,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,7,1,0.011,0.051,0.055,0.066,0.004,,0.32,0.0002,0.019,1,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,3,8,1,0.016,0.046,0.054,0.07,0.008,,0.312,0.0002,0.032,1.2,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,1,1,0.027,0.041,0.048,0.075,0.007,,0.384,0.0003,0.025,1.4,,7.3,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,2,1,0.014,0.054,0.062,0.076,0.008,,0.391,0.0003,0.029,1.4,,9.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,3,1,0.014,0.063,0.078,0.092,0.015,,0.377,0.0006,0.026,2.9,,11.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,4,1,0.01,0.038,0.046,0.056,0.008,,0.339,0.0002,0.05,0.8,,6.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,5,1,0.012,0.039,0.043,0.055,0.004,,0.272,0.0002,0.02,1,,7,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,6,1,0.01,0.032,0.036,0.046,0.004,,0.319,0.0002,0.023,0.9,,6.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,7,1,0.013,0.043,0.049,0.062,0.006,,0.407,0.0002,0.03,1,,7.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,6,8,1,0.012,0.048,0.059,0.071,0.011,,0.391,0.0004,0.029,1.9,,9.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,1,1,0.021,0.042,0.052,0.073,0.01,,0.358,0.0004,0.028,1.8,,8,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,2,1,0.016,0.029,0.034,0.05,0.005,,0.291,0.0001,0.044,0.6,,5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,3,1,0.017,0.041,0.051,0.068,0.01,,0.327,0.0003,0.035,1.4,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,4,1,0.024,0.038,0.057,0.081,0.019,,0.322,0.0006,0.033,2.9,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,5,1,0.03,0.053,0.077,0.107,0.024,,0.384,0.0008,0.03,4,,9.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,6,1,0.014,0.043,0.051,0.065,0.008,,0.317,0.0003,0.026,1.5,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,7,1,0.024,0.046,0.055,0.079,0.009,,0.397,0.0003,0.026,1.7,,8,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,12,8,1,0.013,0.049,0.061,0.074,0.012,,0.328,0.0004,0.027,2.2,,9.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,1,1,0.006,0.057,0.076,0.082,0.019,,0.364,0.0007,0.029,3.3,,9,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,2,1,0.017,0.062,0.08,0.097,0.018,,0.415,0.0005,0.034,2.7,,9,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,3,1,0.02,0.056,0.064,0.084,0.008,,0.352,0.0003,0.023,1.7,,9.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,4,1,0.012,0.046,0.066,0.078,0.02,,0.353,0.0007,0.028,3.6,,8,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,5,1,0.02,0.057,0.076,0.096,0.019,,0.388,0.0005,0.038,2.5,,9,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,6,1,0.016,0.012,0.024,0.04,0.012,,0.299,0.0004,0.028,2.2,,7,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,7,1,0.03,0.048,0.065,0.095,0.017,,0.341,0.0005,0.036,2.4,,8.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,25,8,1,0.015,0.055,0.068,0.083,0.013,,0.333,0.0004,0.032,2,,9,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,1,1,0.019,0.052,0.065,0.084,0.013,,0.337,0.0004,0.03,2.2,,6.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,2,1,0.014,0.047,0.053,0.067,0.006,,0.344,0.0001,0.068,0.4,,6,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,3,1,0.009,0.062,0.073,0.082,0.011,,0.404,0.0004,0.028,2,,8,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,4,1,0.023,0.051,0.067,0.09,0.016,,0.375,0.0004,0.037,2.2,,6,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,5,1,0.014,0.045,0.053,0.067,0.008,,0.347,0.0003,0.031,1.3,,7,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,6,1,0.023,0.033,0.041,0.064,0.008,,0.336,0.0003,0.026,1.5,,5.5,,,,,
CHO,Theobroma speciosum,Sterculiaceae,EA,0,,CG,50,7,1,0.022,0.047,0.056,0.078,0.009,,0.366,0.0002,0.037,1.2,,6.5,,,,,
