nr,forest,latitude,longitude,map,mat,species,family,individual,pft,age (yr),a.lf,a.stba,a.stbc,h.c,m.lf,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,growingCondition,status,light
517,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,8,EA,0.667,16.245,2.545,0.322,122,0.041,0.113,0.154,,0.018,0.099,0.117,0.271,8.123,25.238,0.737,FW,3,full overhead light along logging road or in tree fall gap
518,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,9,EA,0.667,16.567,5.683,0.312,135,0.046,0.160,0.206,,0.006,0.168,0.174,0.38,5.522,27.766,0.485,FW,3,full overhead light along logging road or in tree fall gap
519,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,10,EA,0.667,15.584,3.976,0.006,157,0.05,0.197,0.247,,0.008,0.191,0.199,0.446,15.584,32.084,0.91,FW,3,full overhead light along logging road or in tree fall gap
520,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,1,EA,0.667,166.432,5.896,1.584,351,0.455,0.613,1.068,,0.036,0.519,0.555,1.623,41.608,27.339,0.497,FW,3,full overhead light along logging road or in tree fall gap
521,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,2,EA,0.667,45.281,3.497,1.057,220,0.134,0.236,0.37,,0.009,0.164,0.173,0.543,15.094,29.593,0.497,FW,3,full overhead light along logging road or in tree fall gap
522,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,3,EA,0.667,72.822,4.264,1.094,255,0.203,0.323,0.526,,0.018,0.251,0.269,0.795,24.274,27.876,0.505,FW,3,full overhead light along logging road or in tree fall gap
523,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,4,EA,0.667,57.733,3.836,1.348,245,0.154,0.311,0.465,,0.018,0.226,0.244,0.709,28.866,26.675,0.511,FW,3,full overhead light along logging road or in tree fall gap
524,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,5,EA,0.667,21.379,1.839,0.709,188,0.053,0.102,0.155,,0.006,0.051,0.057,0.212,10.689,24.791,0.441,FW,3,full overhead light along logging road or in tree fall gap
525,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,6,EA,0.667,77.713,3.431,0.985,152,0.283,0.041,0.324,,0.002,0.034,0.036,0.36,12.952,36.416,0.129,FW,3,full overhead light along logging road or in tree fall gap
526,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,7,EA,0.667,40.176,3.431,0.849,149,0.223,0.052,0.275,,0.006,0.028,0.034,0.309,10.044,55.506,0.175,FW,3,full overhead light along logging road or in tree fall gap
527,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,8,EA,0.667,28.837,1.112,0.581,166,0.087,0.062,0.149,,0.003,0.034,0.037,0.186,9.612,30.169,0.449,FW,3,full overhead light along logging road or in tree fall gap
528,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,9,EA,0.667,16.547,1.075,0.478,199,0.082,0.056,0.138,,0.006,0.035,0.041,0.179,8.274,49.555,0.372,FW,3,full overhead light along logging road or in tree fall gap
529,La Chonta (MOIST),-15,-62,1580,25.3,Batocarpus amazonicus,Moraceae,10,EA,0.667,16.088,1.348,0.442,160,0.085,0.028,0.113,,0.002,0.023,0.025,0.138,8.044,52.833,0.205,FW,3,full overhead light along logging road or in tree fall gap
530,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,1,EA,0.667,97.029,6.514,2.351,162,0.555,0.364,0.919,,0.033,0.284,0.317,1.236,24.257,57.2,0.528,FW,3,full overhead light along logging road or in tree fall gap
531,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,2,EA,0.667,95.429,8.605,2.63,135,0.568,0.289,0.857,,0.04,0.142,0.182,1.039,23.857,59.52,0.402,FW,3,full overhead light along logging road or in tree fall gap
532,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,3,EA,0.667,175.85,10.292,3.017,204,1.255,0.891,2.146,,0.085,0.431,0.516,2.662,35.17,71.368,0.694,FW,3,full overhead light along logging road or in tree fall gap
533,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,4,EA,0.667,66.428,6.29,2.217,187,0.343,0.386,0.729,,0.039,0.238,0.277,1.006,13.286,51.635,0.506,FW,3,full overhead light along logging road or in tree fall gap
534,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,5,EA,0.667,204.729,10.81,2.63,222,1.295,0.829,2.124,,0.046,0.494,0.54,2.664,29.247,63.254,0.597,FW,3,full overhead light along logging road or in tree fall gap
535,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,6,EA,0.667,16.091,1.287,0.916,98,0.061,0.042,0.103,,0.009,0.033,0.042,0.145,5.364,37.909,0.391,FW,3,full overhead light along logging road or in tree fall gap
536,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,7,EA,0.667,13.642,0.95,0.385,85,0.05,0.032,0.082,,0.006,0.026,0.032,0.114,4.547,36.652,0.582,FW,3,full overhead light along logging road or in tree fall gap
537,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,8,EA,0.667,9.64,0.754,0.292,104,0.039,0.044,0.083,,0.004,0.02,0.024,0.107,3.213,40.455,0.838,FW,3,full overhead light along logging road or in tree fall gap
538,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,9,EA,0.667,13.984,0.985,0.292,107,0.056,0.047,0.103,,0.004,0.035,0.039,0.142,4.661,40.046,0.727,FW,3,full overhead light along logging road or in tree fall gap
539,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp. 2,Lauraceae,10,EA,0.667,15.341,1.169,0.442,86,0.055,0.029,0.084,,0.007,0.023,0.03,0.114,5.114,35.851,0.434,FW,3,full overhead light along logging road or in tree fall gap
540,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,1,EA,0.667,165.75,14.999,0.332,274,0.844,0.707,1.551,,0.164,0.431,0.595,2.146,18.417,50.92,0.441,FW,3,full overhead light along logging road or in tree fall gap
541,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,2,EA,0.667,90.822,6.514,1.094,195,0.414,0.350,0.764,,0.114,0.354,0.468,1.232,11.353,45.584,0.524,FW,3,full overhead light along logging road or in tree fall gap
542,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,3,EA,0.667,101.824,7.548,1.431,207,0.568,0.325,0.893,,0.041,0.293,0.334,1.227,14.546,55.782,0.384,FW,3,full overhead light along logging road or in tree fall gap
543,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,4,EA,0.667,115.52,10.122,0.503,269,0.61,0.595,1.205,,0.068,0.303,0.371,1.576,12.836,52.805,0.515,FW,3,full overhead light along logging road or in tree fall gap
544,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,5,EA,0.667,98.651,7.694,0.882,279,0.416,0.533,0.949,,0.071,0.238,0.309,1.258,8.221,42.169,0.513,FW,3,full overhead light along logging road or in tree fall gap
545,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,6,EA,0.667,8.537,0.95,0.503,65,0.037,0.025,0.062,,0.01,0.022,0.032,0.094,4.268,43.342,0.538,FW,3,full overhead light along logging road or in tree fall gap
546,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,7,EA,0.667,9.199,0.882,0.636,84,0.038,0.030,0.068,,0.002,0.019,0.021,0.089,3.066,41.308,0.473,FW,3,full overhead light along logging road or in tree fall gap
547,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,8,EA,0.667,12.118,0.916,0.515,66,0.059,0.025,0.084,,0.005,0.017,0.022,0.106,4.039,48.687,0.537,FW,3,full overhead light along logging road or in tree fall gap
548,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,9,EA,0.667,6.217,0.817,0.363,87,0.027,0.033,0.06,,0.002,0.019,0.021,0.081,3.108,43.431,0.66,FW,3,full overhead light along logging road or in tree fall gap
549,La Chonta (MOIST),-15,-62,1580,25.3,Licaria triandra,Lauraceae,10,EA,0.667,8.272,1.496,0.363,66,0.033,0.024,0.057,,0.003,0.013,0.016,0.073,4.136,39.892,0.42,FW,3,full overhead light along logging road or in tree fall gap
550,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,1,DA,0.667,111.382,14.999,1.539,157,,,,,,,,,22.276,,,FW,3,full overhead light along logging road or in tree fall gap
551,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,2,DA,0.667,237.618,25.967,3.767,235,0.242,0.363,0.605,,0.04,0.113,0.153,0.758,39.603,10.184,0.117,FW,3,full overhead light along logging road or in tree fall gap
552,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,3,DA,0.667,94.332,14.387,3.631,222,,,,,,,,,23.583,,,FW,3,full overhead light along logging road or in tree fall gap
553,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,4,DA,0.667,144.48,16.619,0.025,228,,,,,,,,,36.12,,,FW,3,full overhead light along logging road or in tree fall gap
554,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,5,DA,0.667,52.052,11.222,2.405,172,0.086,0.141,0.227,,0.018,0.055,0.073,0.3,17.351,16.522,0.131,FW,3,full overhead light along logging road or in tree fall gap
555,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,6,DA,0.667,94.023,12.882,2.378,167,0.206,0.309,0.515,,0.131,0.12,0.251,0.766,23.506,21.91,0.267,FW,3,full overhead light along logging road or in tree fall gap
556,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,7,DA,0.667,86.292,16.837,1.767,222,0.223,0.276,0.499,,0.072,0.157,0.229,0.728,28.764,25.843,0.155,FW,3,full overhead light along logging road or in tree fall gap
557,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,8,DA,0.667,114.527,13.987,1.021,250,,,,,,,,,28.632,,,FW,3,full overhead light along logging road or in tree fall gap
558,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,9,DA,0.667,64.613,13.074,1.208,145,0.131,0.147,0.278,,0.047,0.095,0.142,0.42,21.538,20.274,0.167,FW,3,full overhead light along logging road or in tree fall gap
559,La Chonta (MOIST),-15,-62,1580,25.3,Hura crepitans,Euphorbiaceae,10,DA,0.667,70.674,13.987,1.075,173,0.159,0.200,0.359,,0.024,0.175,0.199,0.558,14.135,22.498,0.183,FW,3,full overhead light along logging road or in tree fall gap
560,La Chonta (MOIST),-15,-62,1580,25.3,Spondias mombin,Anacardiaceae,1,DA,0.667,18.284,2.087,0.916,65,0.042,0.022,0.064,,0.006,0.051,0.057,0.121,4.571,22.97,0.232,FW,3,full overhead light along logging road or in tree fall gap
561,La Chonta (MOIST),-15,-62,1580,25.3,Spondias mombin,Anacardiaceae,2,DA,0.667,16.387,2.835,0.466,139,0.038,0.069,0.107,,0.014,0.068,0.082,0.189,4.097,23.19,0.335,FW,3,full overhead light along logging road or in tree fall gap
562,La Chonta (MOIST),-15,-62,1580,25.3,Spondias mombin,Anacardiaceae,3,DA,0.667,19.594,3.173,0.665,122,0.042,0.063,0.105,,0.009,0.092,0.101,0.206,3.919,21.435,0.293,FW,3,full overhead light along logging road or in tree fall gap
563,La Chonta (MOIST),-15,-62,1580,25.3,Spondias mombin,Anacardiaceae,4,DA,0.667,49.75,12.13,1.561,173,0.089,0.303,0.392,,0.02,2.538,2.558,2.95,12.437,17.889,0.291,FW,3,full overhead light along logging road or in tree fall gap
564,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,1,EA,0.667,99.205,5.391,0.679,140,0.448,0.173,0.621,0.012,0.109,0.135,0.244,0.865,9.019,45.159,0.464,FW,3,full overhead light along logging road or in tree fall gap
565,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,2,EA,0.667,142.351,6.202,1.021,151,0.739,0.275,1.014,0.025,0.022,0.178,0.2,1.214,9.49,51.914,0.561,FW,3,full overhead light along logging road or in tree fall gap
566,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,3,EA,0.667,68.479,6.07,0.95,131,0.314,0.209,0.523,0.036,0.014,0.206,0.22,0.743,5.707,45.854,0.508,FW,3,full overhead light along logging road or in tree fall gap
567,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,4,EA,0.667,52.956,3.733,0.933,133,0.215,0.117,0.332,,0.003,0.085,0.088,0.42,5.296,40.6,0.404,FW,3,full overhead light along logging road or in tree fall gap
568,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,5,EA,0.667,68.66,5.726,0.933,114,0.308,0.150,0.458,,0.01,0.115,0.125,0.583,11.443,44.859,0.44,FW,3,full overhead light along logging road or in tree fall gap
569,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,6,EA,0.667,13.163,0.882,0.866,92,0.051,0.071,0.122,0.031,0.032,,0.032,0.154,4.388,38.744,0.883,FW,3,full overhead light along logging road or in tree fall gap
570,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,7,EA,0.667,15.583,2.094,0.608,70,0.052,0.071,0.123,0.029,0.031,,0.031,0.154,5.194,33.371,0.794,FW,3,full overhead light along logging road or in tree fall gap
571,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,8,EA,0.667,14.003,1.307,0.739,82,0.047,0.064,0.111,0.03,0.019,,0.019,0.13,3.501,33.565,0.773,FW,3,full overhead light along logging road or in tree fall gap
572,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,9,EA,0.667,14.787,0.636,0.528,88,0.042,0.041,0.083,0.02,0.019,,0.019,0.102,2.464,28.404,0.802,FW,3,full overhead light along logging road or in tree fall gap
573,La Chonta (MOIST),-15,-62,1580,25.3,Pseudolmedia laevis,Moraceae,10,EA,0.667,11.451,1.169,0.419,95,0.036,0.064,0.1,0.033,0.027,,0.027,0.127,5.726,31.437,0.883,FW,3,full overhead light along logging road or in tree fall gap
574,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,1,DA,0.667,101.416,3.698,0.899,70,0.275,0.069,0.344,,0.082,,0.082,0.426,14.488,27.116,0.461,FW,3,full overhead light along logging road or in tree fall gap
575,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,2,DA,0.667,271.823,14.862,5.983,95,1.255,0.191,1.446,,0.412,,0.412,1.858,24.711,46.17,0.199,FW,3,full overhead light along logging road or in tree fall gap
576,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,4,DA,0.667,227.197,25.697,4.449,160,1.019,0.290,1.309,,0.502,,0.502,1.811,18.933,44.851,0.133,FW,3,full overhead light along logging road or in tree fall gap
577,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,5,DA,0.667,235.007,12.007,2.461,131,0.626,0.202,0.828,,0.093,0.169,0.262,1.09,29.376,26.638,0.232,FW,3,full overhead light along logging road or in tree fall gap
578,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,6,DA,0.667,65.946,4.562,3.079,34,0.106,0.023,0.129,,0.036,0.084,0.12,0.249,8.243,16.074,0.178,FW,3,full overhead light along logging road or in tree fall gap
579,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,7,DA,0.667,168.461,5.768,4.119,69,0.332,0.080,0.412,,0.15,0.083,0.233,0.645,24.066,19.708,0.236,FW,3,full overhead light along logging road or in tree fall gap
580,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,8,DA,0.667,96.639,4.676,2.061,66,0.285,0.065,0.35,,0.087,0.277,0.364,0.714,12.08,29.491,0.3,FW,3,full overhead light along logging road or in tree fall gap
581,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,9,DA,0.667,251.553,19.95,3.301,126,0.591,0.196,0.787,,0.377,0.446,0.823,1.61,27.95,23.494,0.149,FW,3,full overhead light along logging road or in tree fall gap
582,La Chonta (MOIST),-15,-62,1580,25.3,Urera caracassana,Urticaceae,10,DA,0.667,128.061,14.12,4.011,47,0.259,0.089,0.348,,0.089,0.173,0.262,0.61,11.642,20.225,0.221,FW,3,full overhead light along logging road or in tree fall gap
583,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,1,EA,0.667,36.776,1.606,0.02,178,0.111,0.096,0.207,0.005,0.021,0.073,0.094,0.301,1.839,30.183,0.896,FW,3,full overhead light along logging road or in tree fall gap
584,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,2,EA,0.667,41.32,1.697,0.126,200,0.111,0.120,0.231,0.011,0.02,0.069,0.089,0.32,1.878,26.863,0.788,FW,3,full overhead light along logging road or in tree fall gap
585,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,3,EA,0.667,46.673,2.405,0.053,214,0.175,0.165,0.34,0.015,0.029,0.123,0.152,0.492,1.556,37.495,0.822,FW,3,full overhead light along logging road or in tree fall gap
586,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,4,EA,0.667,33.809,2.112,0.273,176,0.124,0.166,0.29,0.018,0.03,0.069,0.099,0.389,1.61,36.677,0.9,FW,3,full overhead light along logging road or in tree fall gap
587,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,5,EA,0.667,114.573,4.083,0.363,228,0.419,0.297,0.716,0.025,0.022,0.267,0.289,1.005,3.696,36.57,0.69,FW,3,full overhead light along logging road or in tree fall gap
588,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,6,EA,0.667,16.737,0.679,0.102,94,0.053,0.028,0.081,,0.01,0.02,0.03,0.111,1.116,31.665,0.856,FW,3,full overhead light along logging road or in tree fall gap
589,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,7,EA,0.667,6.889,0.312,0.066,86,0.025,0.018,0.043,,0.002,0.009,0.011,0.054,0.383,36.29,1.204,FW,3,full overhead light along logging road or in tree fall gap
590,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,8,EA,0.667,5.374,0.173,0.113,64,0.022,0.012,0.034,,0.005,0.005,0.01,0.044,0.413,40.94,1.321,FW,3,full overhead light along logging road or in tree fall gap
591,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,9,EA,0.667,7.744,0.515,0.053,73,0.023,0.016,0.039,,0.005,0.01,0.015,0.054,0.553,29.702,0.897,FW,3,full overhead light along logging road or in tree fall gap
592,La Chonta (MOIST),-15,-62,1580,25.3,Psidium sartorianum ,Myrtaceae,10,EA,0.667,9.553,0.332,0.066,89,0.033,0.016,0.049,,0.003,0.012,0.015,0.064,0.597,34.545,0.988,FW,3,full overhead light along logging road or in tree fall gap
593,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,1,EA,0.667,163.165,5.557,0.454,255,0.67,0.479,1.149,,0.029,0.115,0.144,1.293,12.551,41.063,0.742,FW,3,full overhead light along logging road or in tree fall gap
594,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,2,EA,0.667,18.796,2.297,0.145,95,0.06,0.036,0.096,,0.001,0.047,0.048,0.144,3.133,31.922,0.377,FW,3,full overhead light along logging road or in tree fall gap
595,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,3,EA,0.667,13.067,0.968,0.229,82,0.035,0.022,0.057,,0.023,0.025,0.048,0.105,3.267,26.785,0.483,FW,3,full overhead light along logging road or in tree fall gap
596,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,4,EA,0.667,14.353,0.65,0.173,110,0.041,0.038,0.079,,0.003,0.027,0.03,0.109,3.588,28.566,0.895,FW,3,full overhead light along logging road or in tree fall gap
597,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,5,EA,0.667,10.283,0.739,0.181,138,0.032,0.043,0.075,,0.001,0.024,0.025,0.1,2.057,31.12,0.727,FW,3,full overhead light along logging road or in tree fall gap
598,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,6,EA,0.667,22.606,1.169,0.071,100,0.071,0.049,0.12,,0.002,0.042,0.044,0.164,4.521,31.407,0.962,FW,3,full overhead light along logging road or in tree fall gap
599,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,7,EA,0.667,24.425,0.817,0.212,95,0.087,0.036,0.123,,0.001,0.053,0.054,0.177,3.489,35.619,0.787,FW,3,full overhead light along logging road or in tree fall gap
600,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,8,EA,0.667,9.584,0.679,0.292,101,0.035,0.020,0.055,,,0.007,0.007,0.062,2.396,36.518,0.419,FW,3,full overhead light along logging road or in tree fall gap
601,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,9,EA,0.667,13.519,0.622,0.159,72,0.046,0.024,0.07,,,0.023,0.023,0.093,2.253,34.025,0.913,FW,3,full overhead light along logging road or in tree fall gap
602,La Chonta (MOIST),-15,-62,1580,25.3,Hirtella triandra,Chrysobalanaceae,10,EA,0.667,6.418,1.15,0.152,87,0.03,0.022,0.052,,0.004,0.012,0.016,0.068,2.139,46.743,0.441,FW,3,full overhead light along logging road or in tree fall gap
603,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,1,DA,0.667,90.787,9.348,1.561,204,0.275,0.240,0.515,,0.076,0.05,0.126,0.641,30.262,30.291,0.24,FW,3,full overhead light along logging road or in tree fall gap
604,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,2,DA,0.667,70.247,7.354,0.353,124,0.164,0.074,0.238,,0.063,0.042,0.105,0.343,17.562,23.346,0.192,FW,3,full overhead light along logging road or in tree fall gap
605,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,3,DA,0.667,38.608,7.211,0.312,83,0.107,0.062,0.169,,0.045,0.072,0.117,0.286,9.652,27.715,0.248,FW,3,full overhead light along logging road or in tree fall gap
606,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,4,DA,0.667,191.234,6.026,0.374,190,0.645,0.530,1.175,0.046,0.069,0.168,0.237,1.412,47.808,33.728,1.059,FW,3,full overhead light along logging road or in tree fall gap
607,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,5,DA,0.667,323.079,11.885,0.739,210,0.801,0.786,1.587,0.14,0.029,0.235,0.264,1.851,107.693,24.793,0.72,FW,3,full overhead light along logging road or in tree fall gap
608,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,6,DA,0.667,648.453,20.03,2.717,255,1.783,1.642,3.425,0.266,0.111,0.308,0.419,3.844,129.691,27.496,0.641,FW,3,full overhead light along logging road or in tree fall gap
609,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,7,DA,0.667,50.471,5.228,2.433,101,0.125,0.100,0.225,,0.066,0.046,0.112,0.337,16.824,24.767,0.265,FW,3,full overhead light along logging road or in tree fall gap
610,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,8,DA,0.667,58.793,6.743,1.039,115,0.168,0.168,0.336,,0.062,0.05,0.112,0.448,19.598,28.575,0.42,FW,3,full overhead light along logging road or in tree fall gap
611,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,9,DA,0.667,69.437,5.067,1.039,140,0.192,0.180,0.372,,0.044,0.076,0.12,0.492,23.146,27.651,0.459,FW,3,full overhead light along logging road or in tree fall gap
612,La Chonta (MOIST),-15,-62,1580,25.3,Schizolobium parahyba,Fabaceae - Caesalinioideae,10,DA,0.667,242.326,13.592,1.911,160,0.936,0.770,1.706,0.098,0.126,0.214,0.34,2.046,80.775,38.626,0.701,FW,3,full overhead light along logging road or in tree fall gap
613,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,1,EA,0.667,41.925,2.243,1.517,111,0.119,0.130,0.249,,0.005,0.092,0.097,0.346,8.385,28.384,0.627,FW,3,full overhead light along logging road or in tree fall gap
614,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,2,EA,0.667,8.798,3.017,0.801,140,0.022,0.146,0.168,,,0.124,0.124,0.292,4.399,25.007,0.582,FW,3,full overhead light along logging road or in tree fall gap
615,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,3,EA,0.667,35.358,6.605,0.95,136,0.086,0.213,0.299,,0.008,0.228,0.236,0.535,11.786,24.322,0.467,FW,3,full overhead light along logging road or in tree fall gap
616,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,4,EA,0.667,45.177,3.563,0.95,90,0.119,0.151,0.27,,0.014,0.224,0.238,0.508,15.059,26.341,0.792,FW,3,full overhead light along logging road or in tree fall gap
617,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,5,EA,0.667,88.177,3.733,1.307,116,0.25,0.174,0.424,,0.016,0.298,0.314,0.738,29.392,28.352,0.621,FW,3,full overhead light along logging road or in tree fall gap
618,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,6,EA,0.667,198.959,6.514,4.524,135,0.619,0.501,1.12,,0.065,0.793,0.858,1.978,33.16,31.112,0.676,FW,3,full overhead light along logging road or in tree fall gap
619,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,7,EA,0.667,75.246,6.158,1.674,185,0.203,0.406,0.609,,,0.567,0.567,1.176,18.811,26.978,0.596,FW,3,full overhead light along logging road or in tree fall gap
620,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,8,EA,0.667,62.667,8.709,7.306,160,0.169,0.487,0.656,,0.089,0.544,0.633,1.289,31.333,26.968,0.381,FW,3,full overhead light along logging road or in tree fall gap
621,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,9,EA,0.667,49.658,6.514,2.433,211,0.193,0.412,0.605,,0.058,0.604,0.662,1.267,16.553,38.866,0.453,FW,3,full overhead light along logging road or in tree fall gap
